,Name,Symbol,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d,minable
1752,SSGSOMESING,SSG,82542274.0,0.0,268328878556.0,332296908.0,-0.33,-6.12,-11.07,0
1753,LINGLingose,LING,82353153.0,0.0,520697666676.0,629205.0,-5.53,-14.52,-35.69,0
1754,XTNNeutrino Index,XTN,82007963.0,2.0,4338312060.0,148976.0,1.45,-3.85,17.26,0
1755,UNICEUNICE,UNICE,81816005.0,4.0,1837723517.0,89014513.0,0.05,-5.67,-35.29,0
1756,IBSIBStoken,IBS,81759169.0,0.0,89997548325.0,48991.0,0.75,3.4,-18.28,0
1757,AUTOAuto,AUTO,81656346.0,1065.0,6397292.0,4287257.0,0.5,0.35,-3.99,0
1758,ZEEZeroSwap,ZEE,81144486.0,1.0,5293792853.0,59162874.0,0.11,-10.87,-5.28,0
1759,MODModefi,MOD,81060358.0,5.0,1341766723.0,74112.0,0.0,-7.57,2.25,0
1760,SUTERsuterusu,SUTER,79826152.0,0.0,321741638400.0,1454791.0,-1.48,-5.59,-3.22,1
1761,EXMEXMO Coin,EXM,79812381.0,1.0,8961554723.0,2773543.0,0.34,-1.32,1.91,0
1762,HCHyperCash,HC,79633943.0,2.0,3761701525.0,7116217.0,-0.37,-2.15,-11.01,1
1763,TUNEBitune,TUNE,79181340.0,3.0,2612418934.0,9307292.0,-7.1,-5.9,33.01,0
1764,THNThrone,THN,79047303.0,0.0,32612188043.0,30526663.0,-0.72,-2.6,-3.14,0
1765,WOOFWOOF,WOOF,77495698.0,0.0,1494184331927.0,273999.0,4.09,4.61,5.83,0
1766,EARNEarn Network,EARN,77395296.0,0.0,101845313347.0,11430849.0,0.15,-4.46,-0.46,0
1767,NEERMNet Pioneer,NEER,76382509.0,4.0,1623565324.0,10077712.0,0.23,-3.51,-0.32,0
1768,BCMCBlockchain Monster Hunt,BCMC,76046415.0,0.0,19827956837.0,1130716.0,-0.04,-0.14,-0.12,0
1769,CEPCEREAL,CEP,76026885.0,0.0,15648750000.0,273665.0,-0.41,-2.84,-6.02,0
1770,PORPortuma,POR,75574198.0,0.0,114700451668.0,254131861.0,-1.36,1.3,-24.87,0
1771,DREPDrep [new],DREP,75568106.0,1.0,8346000000.0,1179039.0,0.09,2.46,20.53,0
1772,PUTPUTinCoin,PUT,75437491.0,0.0,99213144439.0,,0.04,0.29,-13.34,1
1773,OXBTOXBT (Ordinals),OXBT,75259638.0,0.0,16692000000.0,,0.0,0.0,0.8,0
1774,MTHMonetha,MTH,74866124.0,0.0,29385179685.0,14858050.0,-0.9,7.09,2.33,0
1775,DONUTDonut,DONUT,74609484.0,1.0,10044905000.0,,-0.07,-1.88,-17.51,0
1776,SCOTTYScotty Beam,SCOTTY,74496897.0,0.0,38447168419.0,9072770.0,0.0,-0.09,-13.89,0
1777,VISIONVisionGame,VISION,74194104.0,0.0,45903000000.0,23218739.0,0.14,-2.7,-8.78,0
1778,LEGLegia Warsaw Fan Token,LEG,72778789.0,27.0,223429013.0,10432.0,0.04,14.87,23.1,0
1779,CRTCantina Royale,CRT,72774533.0,0.0,20296090320.0,5999272.0,0.04,2.53,4.91,0
1780,NetZMainnetZ,NetZ,72603022.0,1.0,11964635144.0,28804967.0,-1.01,-7.55,-2.53,0
1781,DINGODingocoin,DINGO,72511634.0,0.0,9086090626275.0,15044667.0,,-0.17,-4.73,1
1782,DREAMSDreams Quest,DREAMS,72385275.0,0.0,130539888489.0,14617435.0,0.07,-5.41,-5.45,0
1783,MMAMeme Alliance,MMA,72246899.0,1.0,7299232078.0,2498375.0,,-0.96,-4.35,0
1784,WICCWaykiChain,WICC,72151170.0,0.0,17526600000.0,35419256.0,-0.63,-3.63,-5.81,0
1785,IOENInternet of Energy Network,IOEN,71829181.0,0.0,26461112765.0,2205848.0,-0.48,0.53,-1.73,0
1786,XMONXMON,XMON,71719431.0,47975.0,124773.0,1829360.0,3.8,-13.66,-22.78,0
1787,YBOYoung Boys Fan Token,YBO,71378998.0,23.0,257075662.0,2253.0,2.18,-4.44,-8.8,0
1788,ORAREOneRare Foodverse,ORARE,70960029.0,1.0,4219212720.0,57671.0,0.0,-1.54,-11.7,0
1789,PMONPolychain Monsters,PMON,70294352.0,21.0,284614040.0,4975802.0,-0.02,-7.19,-22.84,0
1790,PLASTIKPlastiks,PLASTIK,70292516.0,0.0,12723672797.0,1801734.0,-3.08,-8.1,-14.98,0
1791,RPGRevolve Games,RPG,70254124.0,1.0,6439784951.0,18528.0,0.0,-1.26,-6.73,0
1792,COBECastle of Blackwater,COBE,70080360.0,9.0,623878106.0,1240132.0,-0.12,2.03,0.14,0
1793,RBRunesBridge,RB,69786915.0,1.0,5216250000.0,8123078.0,,-0.04,-21.69,0
1794,LUFCLeeds United Fan Token,LUFC,69322293.0,14.0,418851939.0,2196500.0,-0.05,0.03,-0.03,0
1795,VVVirtual Versions,VV,69215047.0,0.0,30949274667.0,46299852.0,0.34,-6.67,0.87,0
1796,1ARTOneArt,1ART,69196769.0,0.0,11969502281.0,1525482.0,0.19,-1.1,-0.28,0
1797,HANHanChain,HAN,69127915.0,1.0,5152925727.0,220945661.0,0.46,-1.25,-0.15,0
1798,HODHoDooi.com,HOD,68970176.0,0.0,41050403331.0,7879876.0,0.51,-5.61,-9.41,0
1799,VEXVexanium,VEX,68366927.0,0.0,61229784605.0,1536499.0,-1.06,-0.47,1.71,0
1800,ELDAEldarune,ELDA,68253922.0,0.0,13826877206.0,22402250.0,0.15,-3.19,-24.19,0
1801,CSMCrust Shadow,CSM,68141334.0,1.0,8346000000.0,415714.0,-0.16,0.33,-1.8,0
1802,PLYAurigami,PLY,67938109.0,0.0,334760391872.0,520707.0,-4.1,7.43,2.21,0
1803,GRLCGarlicoin,GRLC,67648920.0,1.0,5717519440.0,501.0,0.37,-6.99,26.88,1
1804,SECONDMetaDOS,SECOND,67568214.0,0.0,47546946590.0,51802120.0,0.5,0.22,-19.28,0
1805,SPOSpores Network,SPO,67532827.0,0.0,88325920975.0,7688001.0,0.15,-5.29,-4.94,0
1806,PNTpNetwork,PNT,66920899.0,1.0,7433569544.0,3539205.0,-0.94,-0.01,-2.48,0
1807,TIPSFedoraCoin,TIPS,66496922.0,0.0,17716042969122.0,1857235.0,-0.07,0.24,-1.43,1
1808,BFTBrazil National Football Team Fan Token,BFT,66332923.0,2.0,2401352850.0,3225228.0,-0.09,-4.32,-6.37,0
1809,BELTBelt Finance,BELT,65825820.0,7.0,797053182.0,668.0,0.0,-0.97,-1.43,0
1810,PLCPLATINCOIN,PLC,64910347.0,13.0,417389553.0,6009.0,,-0.02,-0.16,0
1811,NORDNord Finance,NORD,64845165.0,8.0,650535814.0,8902428.0,0.43,1.96,4.34,0
1812,OPENOpenWorld,OPEN,64830643.0,1.0,4308034608.0,30046.0,0.08,-0.34,-5.09,0
1813,SLICETranche Finance,SLICE,64697524.0,3.0,1669200000.0,1215678.0,-0.28,-3.14,-1.17,0
1814,TMETate Stop,TME,64483700.0,0.0,204305475345.0,15181124.0,-0.31,-4.38,-6.58,0
1815,GALOClube AtlÃ©tico Mineiro Fan Token,GALO,64480528.0,17.0,316258984.0,27291.0,0.99,-1.18,-2.85,0
1816,VNXAUVNX Gold,VNXAU,63297733.0,6267.0,842946.0,11483929.0,1.15,0.94,1.13,0
1817,L2Leverj Gluon,L2,62806237.0,0.0,18291853503.0,27709.0,0.19,-1.38,0.38,0
1818,MAPSMAPS,MAPS,62763756.0,1.0,3797156919.0,13374882.0,0.53,-0.31,1.29,0
1819,BTXBitCore,BTX,62235705.0,3.0,1635795970.0,1419.0,0.36,-29.62,12.91,1
1820,BSHIBBased Shiba Inu,BSHIB,61766743.0,0.0,754594501790.0,49254837.0,-1.21,-3.59,-27.01,0
1821,EGGEggdog,EGG,61549079.0,0.0,78897636566.0,13692364.0,1.72,-10.7,20.34,0
1822,SPORESpore,SPORE,61516947.0,,2.6381041555740933e+18,2754.0,-11.83,-6.24,4.28,0
1823,PXCPhoenixcoin,PXC,61490908.0,1.0,7595696686.0,,0.37,-2.09,0.17,1
1824,NAVINatus Vincere Fan Token,NAVI,61052492.0,19.0,264728944.0,58.0,2.18,0.85,-17.97,0
1825,EPIKOEpiko,EPIKO,60897424.0,0.0,12454106261.0,15488507.0,0.13,-5.43,-23.52,0
1826,VEEDVIMworld,VEED,59683164.0,0.0,464569612932.0,10.0,0.0,-8.98,11.63,0
1827,SHASafe Haven,SHA,58870931.0,0.0,250868691350.0,163498.0,2.67,6.39,0.81,0
1828,BHOBHO Network,BHO,58695165.0,0.0,416879357928.0,20117866.0,-0.28,-2.43,-8.77,0
1829,NSBTNeutrino System Base Token,NSBT,58509383.0,21.0,236582226.0,3826057.0,26.59,71.18,19.87,0
1830,BLASTSafeBlast,BLAST,58386947.0,,1.4651661445027652e+16,668.0,,-0.02,-33.35,0
1831,FRINFringe Finance,FRIN,58364746.0,0.0,54631534654.0,11851737.0,0.47,-0.23,4.35,0
1832,CLEOCleo Tech,CLEO,58248236.0,1.0,9495605582.0,194378.0,0.0,16.03,-15.78,0
1833,JOYDrawshop Kingdom Reverse,JOY,57636725.0,0.0,18881424792.0,1243137.0,-0.89,-2.0,-13.14,0
1834,LABSLABS Group,LABS,57573963.0,0.0,185020770915.0,5892860.0,0.17,-1.35,5.38,0
1835,ETHOEtho Protocol,ETHO,57378500.0,1.0,6519911224.0,5393185.0,0.33,37.03,22.53,1
1836,FWCFootball World Community,FWC,57199478.0,,3.5269941879608233e+18,35877368.0,0.27,-1.02,-0.54,0
1837,HORDHord,HORD,57059766.0,1.0,7395890192.0,3424614.0,-0.01,-2.18,-11.78,0
1838,AOGAgeOfGods,AOG,56936412.0,1.0,8635975844.0,48852143.0,0.16,-10.36,-9.48,0
1839,XPCeXPerience Chain,XPC,56870479.0,0.0,7602439416645.0,,0.14,-1.34,1.12,1
1840,SONSOUNI,SON,56659241.0,0.0,211251452206.0,15872089.0,0.37,-15.09,18.46,0
1841,ZOONCryptoZoon,ZOON,56568270.0,0.0,59386948830.0,4134108.0,-0.07,-0.29,0.13,0
1842,ELMONElemon,ELMON,56410781.0,0.0,53824047553.0,103157.0,0.0,-1.2,-1.66,0
1843,AIRIaiRight,AIRI,56409946.0,0.0,21387673675.0,17086265.0,0.49,-1.01,-3.9,0
1844,ADAPADADAPad,ADAPAD,56082115.0,0.0,9818432451.0,1117696.0,0.0,0.24,-0.96,0
1845,SNFTSpain National Fan Token,SNFT,55542630.0,2.0,1911523773.0,2631577.0,0.16,-0.14,-12.86,0
1846,eRSDLResidual Token,eRSDL,55113312.0,0.0,36745408420.0,6510.0,0.39,-0.8,-2.14,0
1847,DRFDRIFE,DRF,55086187.0,0.0,77036051668.0,59924.0,0.0,-4.04,-13.65,0
1848,ZAPZap,ZAP,55045709.0,0.0,19708617049.0,263901.0,0.0,2.33,-12.97,0
1849,OMCOmchain,OMC,54783311.0,1.0,7745818525.0,11384695.0,0.25,-3.68,-3.61,0
1850,WTCWaltonchain,WTC,54319607.0,1.0,7461135881.0,,0.26,0.63,-3.4,0
1851,DONSThe Dons,DONS,54244493.0,0.0,680199000000.0,3304348.0,1.57,-11.1,5.43,0
1852,NRKNordek,NRK,54069311.0,0.0,53144230632.0,11113867.0,,5.69,-3.1,0
1853,ALLINAll In,ALLIN,53991526.0,57.0,79419534.0,26053207.0,0.63,-0.11,8.55,0
1854,WOOPWoonkly Power,WOOP,53711935.0,0.0,19077650435.0,2415750.0,-0.23,-1.89,-7.34,0
1855,FLXReflexer Ungovernance Token,FLX,53580485.0,276.0,16174214.0,3322209.0,0.68,-8.55,-14.3,0
1856,RFUELRioDeFi,RFUEL,53293633.0,0.0,28756212939.0,12208112.0,0.4,-11.9,-7.95,0
1857,UBXUBIX.Network,UBX,53221941.0,0.0,3802283469661.0,47877246.0,0.0,0.33,-4.08,0
1858,PETSPolkaPets,PETS,52822418.0,1.0,8179080000.0,,0.0,-6.75,-8.42,0
1859,0xBTC0xBitcoin,0xBTC,52503851.0,5.0,810125355.0,927992.0,-0.14,-0.14,50.77,1
1860,LOCGLOCGame,LOCG,52485991.0,0.0,11152158220.0,1707091.0,-0.42,2.41,-13.26,0
1861,GAMEGameCredits,GAME,52387759.0,0.0,16176476427.0,3417770.0,5.72,37.22,-59.41,0
1862,PLTPalette,PLT,52243623.0,7496.0,581633.0,63513.0,0.0,-2.18,-1.2,0
1863,PFLProfessional Fighters League Fan Token,PFL,52180277.0,33.0,133928846.0,1402545.0,0.1,-8.92,62.56,0
1864,DTORODexToro,DTORO,51906361.0,17.0,258896843.0,7177059.0,0.15,3.4,34.44,0
1865,XYXY Finance,XY,51276989.0,6.0,750840796.0,53414.0,-0.01,17.77,2.69,0
1866,S4FS4FE,S4F,51210722.0,0.0,74722636197.0,,0.33,-2.03,-0.33,0
1867,AOAAurora,AOA,50828225.0,0.0,832518573366.0,,,-0.03,-49.92,0
1868,SPARTASpartan Protocol,SPARTA,50775729.0,1.0,7926834502.0,2182229.0,-0.06,-0.07,-7.52,0
1869,JAMTune.FM,JAM,50716472.0,0.0,255168617902.0,54006966.0,0.33,-0.89,-2.39,0
1870,EMAGICElvishMagic,EMAGIC,49671553.0,0.0,54431924957.0,,0.0,0.0,3.31,0
1871,MAROMaro,MARO,49289390.0,0.0,82708841973.0,59757.0,-0.01,4.36,10.91,0
1872,OINOIN Finance,OIN,48959472.0,1.0,2750070346.0,27420783.0,1.01,-4.19,5.33,0
1873,IBFKÄ°stanbul BaÅakÅehir Fan Token,IBFK,48934267.0,44.0,93619586.0,434075.0,0.02,12.16,-2.21,0
1874,2MOONThe Moon Metaverse,2MOON,48879517.0,0.0,719546158912.0,2091591.0,-0.39,1.91,-3.51,0
1875,Grape,,,,,,,,,
1876,NFT Art Finance,,,,,,,,,
1877,Prism,,,,,,,,,
1878,IguVerse,,,,,,,,,
1879,Avocado DAO Token,,,,,,,,,
1880,Solzilla,,,,,,,,,
1881,ZELIX,,,,,,,,,
1882,NFTY Token,,,,,,,,,
1883,Bitcoin Plus,,,,,,,,,
1884,Monsterra (MSTR),,,,,,,,,
1885,Cirus Foundation,,,,,,,,,
1886,ETHPad,,,,,,,,,
1887,Azbit,,,,,,,,,
1888,Mithril,,,,,,,,,
1889,PUMLx,,,,,,,,,
1890,Tethereum,,,,,,,,,
1891,Pleasure Coin,,,,,,,,,
1892,Binamon,,,,,,,,,
1893,ILCOIN,,,,,,,,,
1894,Metaverse Face,,,,,,,,,
1895,The Unfettered Ecosystem,,,,,,,,,
1896,Lyra,,,,,,,,,
1897,AME Chain,,,,,,,,,
1898,CTTCashtree Token,CTT,44862087.0,0.0,16692000000.0,20926176.0,-0.11,-3.88,16.83,0
1899,PIRATEPirateCash,PIRATE,44671381.0,2.0,2267052273.0,1895293.0,0.1,0.12,1.5,0
1900,CLOAKCloakCoin,CLOAK,44596517.0,7.0,503581866.0,,0.26,-1.44,0.13,0
1901,CFiCyberFi Token,CFi,44198079.0,18.0,200304000.0,190205.0,-0.02,-1.41,2.08,0
1902,UBDNUBD Network,UBDN,43834110.0,222.0,16468995.0,46504079.0,0.58,-1.81,-16.21,0
1903,STARSHIPSTARSHIP,STARSHIP,42950853.0,2.0,1578083213.0,17527.0,0.0,-0.56,0.12,0
1904,YECYcash,YEC,42884836.0,3.0,1270538204.0,,0.9,0.47,0.32,0
1905,GTHGather,GTH,42877658.0,0.0,16670855659.0,,0.11,-0.71,0.07,0
1906,RVLTRevolt 2 Earn,RVLT,42843774.0,,4992224580927798.0,48407.0,0.0,-0.37,-0.55,0
1907,NDNemesis Downfall,ND,42784100.0,0.0,581899334859.0,1201907.0,-0.08,5.78,46.53,0
1908,PLOTPlotX,PLOT,42737863.0,1.0,5534947185.0,2869021.0,-0.56,3.41,-1.4,0
1909,BTCZBitcoinZ,BTCZ,42649479.0,0.0,1051959194885.0,42648.0,0.18,-8.22,-27.53,1
1910,NAFTNafter,NAFT,42602240.0,0.0,83264519905.0,1111938.0,-1.34,-1.78,-2.92,0
1911,MOVEZMOVEZ,MOVEZ,42382991.0,0.0,310280745031.0,4148296.0,-2.38,-4.58,-7.91,0
1912,MTVTMetaverser,MTVT,42251959.0,0.0,13947270677.0,15564205.0,0.2,-0.48,5.57,0
1913,CNBCoinsbit Token,CNB,42208142.0,0.0,111107512773.0,,0.34,-1.97,0.17,0
1914,ZERZero,ZER,42167664.0,3.0,1129931306.0,,0.52,-1.39,1.08,1
1915,MFMetaFighter,MF,42017269.0,0.0,51247215713.0,14477723.0,-0.12,-1.94,8.02,0
1916,KINGKingdomverse,KING,41723907.0,0.0,57682627860.0,11658611.0,2.72,3.0,18.94,0
1917,LOELegends of Elysium,LOE,41472025.0,3.0,1148695617.0,16910582.0,-3.2,-15.85,-34.25,0
1918,EVRYEVRYNET,EVRY,41177662.0,1.0,3370877040.0,718841.0,-0.01,0.56,-9.48,0
1919,PERLPERL.eco,PERL,40824209.0,0.0,40973761262.0,545328.0,-0.27,0.59,21.53,0
1920,POSIPosition Exchange,POSI,40574914.0,1.0,6669826583.0,1316498.0,0.47,1.58,-3.21,0
1921,PVUPlant Vs Undead,PVU,40213949.0,0.0,23316862759.0,2044687.0,-0.11,-1.72,-3.44,0
1922,FWTFreeway Token,FWT,39652681.0,0.0,834600000000.0,,-0.18,-0.78,-12.36,0
1923,NUTNutcoin,NUT,39652430.0,,1676941544574751.0,96956484.0,1.91,15.92,49.6,0
1924,BITSBitswift,BITS,39574395.0,10.0,324211637.0,4507.0,0.38,-2.06,3.34,0
1925,MRSTMars Token,MRST,39446201.0,0.0,29809969468.0,35307503.0,-0.3,-9.58,25.1,0
1926,LOWBLoser Coin,LOWB,39348219.0,0.0,5032374279587.0,1199571.0,-0.1,0.3,-3.97,0
1927,ALVAAlvara Protocol,ALVA,39331193.0,14.0,232434347.0,19843867.0,0.1,-0.19,-8.05,0
1928,SOVShib Original Vision,SOV,39128552.0,,8859765055587130.0,4924.0,0.0,-1.46,0.81,0
1929,MMAIMetamonkeyAi,MMAI,39099007.0,0.0,509054003502.0,6211427.0,-1.12,0.26,6.89,0
1930,ZCLZClassic,ZCL,38937345.0,4.0,775095023.0,,0.9,0.41,0.44,1
1931,OGGYOggy Inu (BSC),OGGY,38738042.0,,9.02412966137278e+18,21616.0,0.06,12.43,2.9,0
1932,BXCBonusCloud,BXC,38732200.0,0.0,279769428132.0,3088.0,-0.01,-0.02,-0.09,0
1933,THTeam Heretics Fan Token,TH,38673862.0,18.0,176397050.0,167.0,12.71,-0.17,2.99,0
1934,FBXFinblox,FBX,38437420.0,0.0,167008837077.0,6719448.0,-0.86,-10.34,1.16,0
1935,DONDon-key,DON,38099824.0,0.0,7974591983.0,2003.0,0.0,-0.37,-1.01,0
1936,ISLAMIISLAMICOIN,ISLAMI,38089058.0,0.0,240811208261.0,7618730.0,0.01,0.68,-18.46,0
1937,XBYXTRABYTES,XBY,37960279.0,0.0,35887800000.0,,6.31,-0.77,-0.6,0
1938,KALMKALM,KALM,37943253.0,4.0,713583000.0,1014206.0,0.42,0.06,-14.19,0
1939,KLUBKlubCoin,KLUB,37914459.0,0.0,14544445672.0,3871292.0,-0.39,-0.41,-20.25,0
1940,BWLDBowled.io,BWLD,37906948.0,1.0,3515752500.0,14204642.0,0.15,2.49,-2.67,0
1941,EDENEden,EDEN,37806128.0,3.0,1104395049.0,15985678.0,-0.03,-1.49,-5.59,0
1942,ROOKRook,ROOK,37651560.0,61.0,51547901.0,357543.0,,2.38,-3.42,0
1943,PACPAC Protocol,PAC,37614587.0,0.0,1455759327479.0,2190825.0,0.15,-10.6,-13.5,1
1944,SPFCSao Paulo FC Fan Token,SPFC,37441825.0,16.0,193531805.0,5571038.0,0.97,-19.49,-14.19,0
1945,WFAIWaifuAI,WFAI,37435315.0,,9378891539153880.0,1111020.0,-0.72,1.24,2.96,0
1946,HYVEHyve,HYVE,37311878.0,1.0,2140421419.0,14398102.0,-0.28,-4.82,1.67,0
1947,FSWFalconswap,FSW,37221074.0,1.0,3123890607.0,,0.0,0.0,-8.8,0
1948,XNLChronicle,XNL,37190193.0,1.0,4009456625.0,2359832.0,-1.73,-3.53,-13.79,0
1949,COMBOFurucombo,COMBO,37019434.0,1.0,3385965940.0,4362621.0,-0.13,9.38,9.93,0
1950,BLANKBlockWallet,BLANK,36645617.0,2.0,1618691176.0,13488471.0,0.26,-0.11,0.85,0
1951,HMQHumaniq,HMQ,36481201.0,0.0,17288212785.0,,0.36,-1.99,0.17,0
1952,FOUR4P FOUR,FOUR,36387642.0,0.0,17799249966.0,1586.0,0.0,-1.87,-8.29,0
1953,ALPHABETAlphabet,ALPHABET,36338234.0,3634.0,834600.0,5311645.0,0.0,-27.23,-26.42,0
1954,ODINOdin Protocol,ODIN,36309523.0,2.0,1457956480.0,98984.0,0.0,0.77,3.56,0
1955,QRTQrkita Token,QRT,36146609.0,0.0,8343203515795.0,11267.0,,0.26,31.16,0
1956,SYNCSYNC Network,SYNC,35834469.0,0.0,13430929863.0,,0.34,-13.2,-6.15,0
1957,KABYKaby Arena,KABY,35538436.0,0.0,75758588371.0,1156839.0,-0.07,1.2,0.7,0
1958,TINToken IN,TIN,35249248.0,3.0,933528143.0,27765807.0,0.13,7.12,-0.91,0
1959,KUBEKubeCoin,KUBE,35177973.0,0.0,15847565574.0,12263779.0,0.03,1.96,0.53,0
1960,Tiger King Coin,,,,,,,,,
1961,Dexlab,,,,,,,,,
1962,Artisse,,,,,,,,,
1963,HempCoin,,,,,,,,,
1964,GLINTBeamSwap,GLINT,34629474.0,0.0,76612089557.0,7949648.0,0.88,-2.47,13.81,0
1965,SKILLCryptoBlades,SKILL,34623464.0,38.0,76021794.0,28685119.0,0.18,0.05,1.32,0
1966,SELFSELF Crypto,SELF,34522561.0,0.0,13487184407.0,92307.0,-0.06,-0.05,26.09,0
1967,KTNKattana,KTN,34491264.0,4.0,783387275.0,3226063.0,1.14,5.0,8.51,0
1968,STARSMogul Productions,STARS,34483669.0,0.0,25593638372.0,1420823.0,-9.77,84.6,-5.16,0
1969,KRIPTOKripto koin,KRIPTO,34442189.0,0.0,452311470000.0,4413031.0,,-9.44,-13.05,0
1970,AVATLYAvatly (New),AVATLY,34264002.0,1.0,5002155988.0,,0.0,0.0,-1.28,0
1971,TOKOTokoin,TOKO,34254655.0,0.0,40833330297.0,9613173.0,0.23,0.66,-8.33,0
1972,NEINeurashi,NEI,34246476.0,1.0,5263313595.0,79109314.0,-0.14,1.67,8.21,0
1973,OLYOlyverse,OLY,34188221.0,0.0,112423043595.0,110584.0,,0.89,9.33,0
1974,ACQAcquire.Fi,ACQ,34002606.0,1.0,2924537133.0,8636357.0,0.01,2.33,3.19,0
1975,CYCCyclone Protocol,CYC,33919897.0,1290.0,2193496.0,97231.0,0.0,-3.34,-1.55,0
1976,OGGYOggy Inu (ETH),OGGY,33909214.0,0.0,16798179696026.0,344439.0,,-0.38,-0.15,0
1977,OCEOceanEx Token,OCE,33754395.0,0.0,149229653316.0,80622.0,0.68,-3.38,10.41,0
1978,HPBHyperblox,HPB,33696808.0,0.0,6098418027.0,1794891.0,-0.05,-3.12,3.07,0
1979,KNIGHTForest Knight,KNIGHT,33517119.0,2.0,1715604928.0,36138.0,0.26,-0.06,-0.5,0
1980,TRAVATRAVA.FINANCE,TRAVA,33287103.0,0.0,294671452582.0,45403826.0,1.7,7.66,-16.42,0
1981,GMPDGamesPad,GMPD,32937322.0,0.0,5548926901.0,138302234.0,-0.52,-13.59,-41.16,0
1982,GOLDGold,GOLD,32871639.0,2.0,1378529268.0,451018.0,0.0,-13.57,-11.55,0
1983,BMIBridge Mutual,BMI,32772822.0,1.0,5399617546.0,1696241.0,0.32,3.8,-5.63,0
1984,VEILVeil,VEIL,32702549.0,0.0,7184059865.0,4423.0,0.15,0.76,0.58,1
1985,AITAiMalls,AIT,32647716.0,162.0,16849322.0,7553130.0,-3.8,-2.29,-9.06,0
1986,HIENS3hiENS3,HIENS3,32609742.0,1.0,3003808860.0,14565523.0,-8.28,-2.18,23.55,0
1987,GLCGoldcoin,GLC,32506418.0,1.0,3645651480.0,43149.0,0.2,9.59,-8.89,1
1988,GLCHGlitch,GLCH,32395082.0,0.0,6616955174.0,584.0,0.1,-34.28,-56.14,0
1989,PAPIPapi,PAPI,32246941.0,,78035100084628.0,,0.0,-2.76,-3.04,0
1990,QWANThe QWAN,QWAN,31968435.0,1.0,3633291972.0,,-0.01,7.54,3.55,0
1991,SATASignata,SATA,31918442.0,0.0,5947395905.0,2587.0,0.45,-0.69,-0.18,0
1992,PARParachute,PAR,31695521.0,0.0,83428980756.0,,0.35,-1.96,-8.11,0
1993,HYPERHyperChainX,HYPER,31665892.0,0.0,48168023694.0,9066427.0,1.04,-2.42,-19.48,0
1994,FARAFaraLand,FARA,31552387.0,1.0,1913627299.0,2217866.0,0.06,-1.64,-2.93,0
1995,KCCPADKCCPAD,KCCPAD,31506567.0,0.0,11362579158.0,,0.0,0.0,-4.35,0
1996,BLOXBLOX,BLOX,31404913.0,0.0,6216886993.0,12769.0,0.0,-2.29,8.91,0
1997,TONETE-FOOD,TONE,31312523.0,0.0,50646341103.0,14439.0,0.0,7.5,-23.59,0
1998,INEXInex Project,INEX,31149442.0,0.0,908879400000.0,,0.24,-1.4,0.23,0
1999,RAINRainmaker Games,RAIN,30832711.0,0.0,55237347091.0,164689615.0,-0.61,-0.11,-44.05,0
2000,DRTDomRaider,DRT,30739904.0,0.0,49366590000.0,,0.36,-2.09,0.16,0
2001,NINUNvidia Inu,NINU,30731558.0,0.0,598391376217.0,1754580.0,0.0,-0.71,-13.64,0
2002,OPIUMOpium,OPIUM,30675640.0,7.0,347294086.0,4012757.0,-0.02,-0.14,4.47,0
2003,DIGGDIGG,DIGG,30548446.0,53227.0,47906.0,20782.0,0.11,-2.08,-6.92,0
2004,WSPPWolf Safe Poor People,WSPP,30538515.0,,1.1270055338872102e+18,72610.0,0.8,-2.56,-5.85,0
2005,AIBBBullBear AI,AIBB,30478757.0,,1.7074529729391568e+17,1250481.0,0.03,0.32,-5.51,0
2006,NINONinneko,NINO,30460980.0,0.0,5416910625.0,6570722.0,4.46,-28.23,-33.25,0
2007,SUMOSumokoin,SUMO,30427179.0,0.0,5085393901.0,,,5.34,2.25,1
2008,OXYOxygen,OXY,30414159.0,1.0,3395938576.0,27243180.0,0.69,1.0,-8.34,0
2009,PYMPlayermon,PYM,30241397.0,0.0,35643454325.0,1198986.0,0.05,-1.03,1.47,0
2010,QRKQuark,QRK,30213772.0,0.0,24259110385.0,,0.37,-2.09,0.17,1
2011,SHIShirtum,SHI,30107193.0,0.0,14507282519.0,2217282.0,-0.01,-1.97,0.03,0
2012,STRONGStrong,STRONG,30032747.0,217.0,11539931.0,248794.0,-2.93,-3.48,-6.44,0
2013,ARCONAArcona,ARCONA,30020645.0,2.0,1279898326.0,24871.0,0.34,3.63,-13.59,0
2014,PAINTMurAll,PAINT,30018809.0,0.0,772707162834.0,2180559.0,-0.31,-1.32,-7.34,0
2015,CLEGChain of Legends,CLEG,29824681.0,0.0,10654252135.0,421890.0,0.39,-1.6,1.25,0
2016,CATCat Token,CAT,29403709.0,5.0,544794080.0,574205.0,0.0,-14.58,-14.54,0
2017,DECDecentr,DEC,29375082.0,0.0,9077746650.0,,,-0.02,-7.53,0
2018,UDOUnido EP,UDO,29348792.0,0.0,8206226617.0,3407421.0,-1.18,-1.13,2.21,0
2019,SFXSafex Cash,SFX,29015286.0,0.0,29051669852.0,45068.0,,-9.11,-9.18,1
2020,MASSMassnet,MASS,28526127.0,0.0,8181262229.0,4038129.0,0.13,-1.28,-3.98,0
2021,GNXGenaro Network,GNX,28515277.0,0.0,54249000000.0,3171.0,0.07,-1.68,16.61,1
